gamma,lr,hidden_sizes,batch_size,memory_size,seed,eps_decay,steps_to_goal
0.9,1e-05,128-64,128,100000,0,1200,200
0.9,1e-05,128-64,128,100000,0,1300,200
0.9,1e-05,128-64,128,100000,0,1400,200
0.9,1e-05,128-64,128,100000,0,1500,200
0.9,1e-05,128-64,128,200000,0,800,200
0.9,1e-05,128-64,128,200000,0,900,200
0.9,1e-05,128-64,128,200000,0,1000,200
0.9,1e-05,128-64,128,200000,0,1100,200
0.9,1e-05,128-64,128,200000,0,1200,200
0.9,1e-05,128-64,128,200000,0,1300,200
0.9,1e-05,128-64,128,200000,0,1400,200
0.9,1e-05,128-64,128,200000,0,1500,200
0.95,0.001,32-32,32,100000,0,800,200
0.95,0.001,32-32,32,100000,0,900,200
0.95,0.001,32-32,32,100000,0,1000,161
0.95,0.001,32-32,32,100000,0,1100,200
0.95,0.001,32-32,32,100000,0,1200,182
0.95,0.001,32-32,32,100000,0,1300,200
0.95,0.001,32-32,32,100000,0,1400,200
0.95,0.001,32-32,32,100000,0,1500,200
0.95,0.001,32-32,32,200000,0,800,200
0.95,0.001,32-32,32,200000,0,900,200
0.95,0.001,32-32,32,200000,0,1000,200
0.95,0.001,32-32,32,200000,0,1100,200
0.95,0.001,32-32,32,200000,0,1200,200
0.95,0.001,32-32,32,200000,0,1300,200
0.95,0.001,32-32,32,200000,0,1400,200
0.95,0.001,32-32,32,200000,0,1500,200
0.95,0.001,32-32,64,100000,0,800,200
0.95,0.001,32-32,64,100000,0,900,200
0.95,0.001,32-32,64,100000,0,1000,127
0.95,0.001,32-32,64,100000,0,1100,200
0.95,0.001,32-32,64,100000,0,1200,200
0.95,0.001,32-32,64,100000,0,1300,122
0.95,0.001,32-32,64,100000,0,1400,200
0.95,0.001,32-32,64,100000,0,1500,200
0.95,0.001,32-32,64,200000,0,800,200
0.95,0.001,32-32,64,200000,0,900,200
0.95,0.001,32-32,64,200000,0,1000,200
0.95,0.001,32-32,64,200000,0,1100,161
0.95,0.001,32-32,64,200000,0,1200,200
0.95,0.001,32-32,64,200000,0,1300,200
0.95,0.001,32-32,64,200000,0,1400,125
0.95,0.001,32-32,64,200000,0,1500,133
0.95,0.001,32-32,128,100000,0,800,170
0.95,0.001,32-32,128,100000,0,900,179
0.95,0.001,32-32,128,100000,0,1000,200
0.95,0.001,32-32,128,100000,0,1100,200
0.95,0.001,32-32,128,100000,0,1200,200
0.95,0.001,32-32,128,100000,0,1300,200
0.95,0.001,32-32,128,100000,0,1400,153
0.95,0.001,32-32,128,100000,0,1500,200
0.95,0.001,32-32,128,200000,0,800,200
0.95,0.001,32-32,128,200000,0,900,200
0.95,0.001,32-32,128,200000,0,1000,107
0.95,0.001,32-32,128,200000,0,1100,200
0.95,0.001,32-32,128,200000,0,1200,200
0.95,0.001,32-32,128,200000,0,1300,200
0.95,0.001,32-32,128,200000,0,1400,200
0.95,0.001,32-32,128,200000,0,1500,200
0.95,0.001,64-32,32,100000,0,800,200
0.95,0.001,64-32,32,100000,0,900,200
0.95,0.001,64-32,32,100000,0,1000,200
0.95,0.001,64-32,32,100000,0,1100,200
0.95,0.001,64-32,32,100000,0,1200,200
0.95,0.001,64-32,32,100000,0,1300,200
0.95,0.001,64-32,32,100000,0,1400,200
0.95,0.001,64-32,32,100000,0,1500,200
0.95,0.001,64-32,32,200000,0,800,200
0.95,0.001,64-32,32,200000,0,900,200
0.95,0.001,64-32,32,200000,0,1000,200
0.95,0.001,64-32,32,200000,0,1100,200
0.95,0.001,64-32,32,200000,0,1200,200
0.95,0.001,64-32,32,200000,0,1300,200
0.95,0.001,64-32,32,200000,0,1400,200
0.95,0.001,64-32,32,200000,0,1500,200
0.95,0.001,64-32,64,100000,0,800,200
0.95,0.001,64-32,64,100000,0,900,200
0.95,0.001,64-32,64,100000,0,1000,200
0.95,0.001,64-32,64,100000,0,1100,200
0.95,0.001,64-32,64,100000,0,1200,200
0.95,0.001,64-32,64,100000,0,1300,200
0.95,0.001,64-32,64,100000,0,1400,200
0.95,0.001,64-32,64,100000,0,1500,200
0.95,0.001,64-32,64,200000,0,800,200
0.95,0.001,64-32,64,200000,0,900,200
0.95,0.001,64-32,64,200000,0,1000,200
0.95,0.001,64-32,64,200000,0,1100,200
0.95,0.001,64-32,64,200000,0,1200,200
0.95,0.001,64-32,64,200000,0,1300,200
0.95,0.001,64-32,64,200000,0,1400,200
0.95,0.001,64-32,64,200000,0,1500,200
0.95,0.001,64-32,128,100000,0,800,200
0.95,0.001,64-32,128,100000,0,900,112
0.95,0.001,64-32,128,100000,0,1000,200
0.95,0.001,64-32,128,100000,0,1100,200
0.95,0.001,64-32,128,100000,0,1200,178
0.95,0.001,64-32,128,100000,0,1300,200
0.95,0.001,64-32,128,100000,0,1400,200
0.95,0.001,64-32,128,100000,0,1500,120
0.95,0.001,64-32,128,200000,0,800,200
0.95,0.001,64-32,128,200000,0,900,167
0.95,0.001,64-32,128,200000,0,1000,121
0.95,0.001,64-32,128,200000,0,1100,200
0.95,0.001,64-32,128,200000,0,1200,200
0.95,0.001,64-32,128,200000,0,1300,200
0.95,0.001,64-32,128,200000,0,1400,153
0.95,0.001,64-32,128,200000,0,1500,200
0.95,0.001,64-64,32,100000,0,800,200
0.95,0.001,64-64,32,100000,0,900,200
0.95,0.001,64-64,32,100000,0,1000,146
0.95,0.001,64-64,32,100000,0,1100,200
0.95,0.001,64-64,32,100000,0,1200,200
0.95,0.001,64-64,32,100000,0,1300,200
0.95,0.001,64-64,32,100000,0,1400,200
0.95,0.001,64-64,32,100000,0,1500,200
0.95,0.001,64-64,32,200000,0,800,200
0.95,0.001,64-64,32,200000,0,900,200
0.95,0.001,64-64,32,200000,0,1000,200
0.95,0.001,64-64,32,200000,0,1100,200
0.95,0.001,64-64,32,200000,0,1200,200
0.95,0.001,64-64,32,200000,0,1300,200
0.95,0.001,64-64,32,200000,0,1400,200
0.95,0.001,64-64,32,200000,0,1500,200
0.95,0.001,64-64,64,100000,0,800,200
0.95,0.001,64-64,64,100000,0,900,200
0.95,0.001,64-64,64,100000,0,1000,200
0.95,0.001,64-64,64,100000,0,1100,200
0.95,0.001,64-64,64,100000,0,1200,200
0.95,0.001,64-64,64,100000,0,1300,200
0.95,0.001,64-64,64,100000,0,1400,200
0.95,0.001,64-64,64,100000,0,1500,200
0.95,0.001,64-64,64,200000,0,800,200
0.95,0.001,64-64,64,200000,0,900,200
0.95,0.001,64-64,64,200000,0,1000,200
0.95,0.001,64-64,64,200000,0,1100,188
0.95,0.001,64-64,64,200000,0,1200,200
0.95,0.001,64-64,64,200000,0,1300,200
0.95,0.001,64-64,64,200000,0,1400,160
0.95,0.001,64-64,64,200000,0,1500,200
0.95,0.001,64-64,128,100000,0,800,200
0.95,0.001,64-64,128,100000,0,900,200
0.95,0.001,64-64,128,100000,0,1000,127
0.95,0.001,64-64,128,100000,0,1100,200
0.95,0.001,64-64,128,100000,0,1200,153
0.95,0.001,64-64,128,100000,0,1300,136
0.95,0.001,64-64,128,100000,0,1400,200
0.95,0.001,64-64,128,100000,0,1500,200
0.95,0.001,64-64,128,200000,0,800,200
0.95,0.001,64-64,128,200000,0,900,129
0.95,0.001,64-64,128,200000,0,1000,171
0.95,0.001,64-64,128,200000,0,1100,164
0.95,0.001,64-64,128,200000,0,1200,127
0.95,0.001,64-64,128,200000,0,1300,124
0.95,0.001,64-64,128,200000,0,1400,200
0.95,0.001,64-64,128,200000,0,1500,200
0.95,0.001,128-64,32,100000,0,800,200
0.95,0.001,128-64,32,100000,0,900,200
0.95,0.001,128-64,32,100000,0,1000,200
0.95,0.001,128-64,32,100000,0,1100,200
0.95,0.001,128-64,32,100000,0,1200,200
0.95,0.001,128-64,32,100000,0,1300,200
0.95,0.001,128-64,32,100000,0,1400,200
0.95,0.001,128-64,32,100000,0,1500,153
0.95,0.001,128-64,32,200000,0,800,147
0.95,0.001,128-64,32,200000,0,900,200
0.95,0.001,128-64,32,200000,0,1000,200
0.95,0.001,128-64,32,200000,0,1100,200
0.95,0.001,128-64,32,200000,0,1200,200
0.95,0.001,128-64,32,200000,0,1300,200
0.95,0.001,128-64,32,200000,0,1400,166
0.95,0.001,128-64,32,200000,0,1500,157
0.95,0.001,128-64,64,100000,0,800,146
0.95,0.001,128-64,64,100000,0,900,200
0.95,0.001,128-64,64,100000,0,1000,200
0.95,0.001,128-64,64,100000,0,1100,200
0.95,0.001,128-64,64,100000,0,1200,200
0.95,0.001,128-64,64,100000,0,1300,197
0.95,0.001,128-64,64,100000,0,1400,200
0.95,0.001,128-64,64,100000,0,1500,200
0.95,0.001,128-64,64,200000,0,800,200
0.95,0.001,128-64,64,200000,0,900,200
0.95,0.001,128-64,64,200000,0,1000,200
0.95,0.001,128-64,64,200000,0,1100,200
0.95,0.001,128-64,64,200000,0,1200,200
0.95,0.001,128-64,64,200000,0,1300,200
0.95,0.001,128-64,64,200000,0,1400,200
0.95,0.001,128-64,64,200000,0,1500,197
0.95,0.001,128-64,128,100000,0,800,200
0.95,0.001,128-64,128,100000,0,900,200
0.95,0.001,128-64,128,100000,0,1000,149
0.95,0.001,128-64,128,100000,0,1100,120
0.95,0.001,128-64,128,100000,0,1200,125
0.95,0.001,128-64,128,100000,0,1300,200
0.95,0.001,128-64,128,100000,0,1400,200
0.95,0.001,128-64,128,100000,0,1500,111
0.95,0.001,128-64,128,200000,0,800,115
0.95,0.001,128-64,128,200000,0,900,200
0.95,0.001,128-64,128,200000,0,1000,200
0.95,0.001,128-64,128,200000,0,1100,200
0.95,0.001,128-64,128,200000,0,1200,200
0.95,0.001,128-64,128,200000,0,1300,200
0.95,0.001,128-64,128,200000,0,1400,200
0.95,0.001,128-64,128,200000,0,1500,200
0.95,0.0001,32-32,32,100000,0,800,200
0.95,0.0001,32-32,32,100000,0,900,200
0.95,0.0001,32-32,32,100000,0,1000,200
0.95,0.0001,32-32,32,100000,0,1100,200
0.95,0.0001,32-32,32,100000,0,1200,200
0.95,0.0001,32-32,32,100000,0,1300,200
0.95,0.0001,32-32,32,100000,0,1400,200
0.95,0.0001,32-32,32,100000,0,1500,200
0.95,0.0001,32-32,32,200000,0,800,200
0.95,0.0001,32-32,32,200000,0,900,200
0.95,0.0001,32-32,32,200000,0,1000,200
0.95,0.0001,32-32,32,200000,0,1100,200
0.95,0.0001,32-32,32,200000,0,1200,200
0.95,0.0001,32-32,32,200000,0,1300,200
0.95,0.0001,32-32,32,200000,0,1400,200
0.95,0.0001,32-32,32,200000,0,1500,200
0.95,0.0001,32-32,64,100000,0,800,200
0.95,0.0001,32-32,64,100000,0,900,200
0.95,0.0001,32-32,64,100000,0,1000,200
0.95,0.0001,32-32,64,100000,0,1100,200
0.95,0.0001,32-32,64,100000,0,1200,200
0.95,0.0001,32-32,64,100000,0,1300,200
0.95,0.0001,32-32,64,100000,0,1400,200
0.95,0.0001,32-32,64,100000,0,1500,200
0.95,0.0001,32-32,64,200000,0,800,200
0.95,0.0001,32-32,64,200000,0,900,200
0.95,0.0001,32-32,64,200000,0,1000,200
0.95,0.0001,32-32,64,200000,0,1100,200
0.95,0.0001,32-32,64,200000,0,1200,170
0.95,0.0001,32-32,64,200000,0,1300,200
0.95,0.0001,32-32,64,200000,0,1400,200
0.95,0.0001,32-32,64,200000,0,1500,200
0.95,0.0001,32-32,128,100000,0,800,200
0.95,0.0001,32-32,128,100000,0,900,200
0.95,0.0001,32-32,128,100000,0,1000,200
0.95,0.0001,32-32,128,100000,0,1100,200
0.95,0.0001,32-32,128,100000,0,1200,200
0.95,0.0001,32-32,128,100000,0,1300,200
0.95,0.0001,32-32,128,100000,0,1400,200
0.95,0.0001,32-32,128,100000,0,1500,200
0.95,0.0001,32-32,128,200000,0,800,200
0.95,0.0001,32-32,128,200000,0,900,200
0.95,0.0001,32-32,128,200000,0,1000,200
0.95,0.0001,32-32,128,200000,0,1100,121
0.95,0.0001,32-32,128,200000,0,1200,200
0.95,0.0001,32-32,128,200000,0,1300,200
0.95,0.0001,32-32,128,200000,0,1400,200
0.95,0.0001,32-32,128,200000,0,1500,200
0.95,0.0001,64-32,32,100000,0,800,200
0.95,0.0001,64-32,32,100000,0,900,200
0.95,0.0001,64-32,32,100000,0,1000,200
0.95,0.0001,64-32,32,100000,0,1100,200
0.95,0.0001,64-32,32,100000,0,1200,200
0.95,0.0001,64-32,32,100000,0,1300,200
0.95,0.0001,64-32,32,100000,0,1400,200
0.95,0.0001,64-32,32,100000,0,1500,200
0.95,0.0001,64-32,32,200000,0,800,200
0.95,0.0001,64-32,32,200000,0,900,200
0.95,0.0001,64-32,32,200000,0,1000,200
0.95,0.0001,64-32,32,200000,0,1100,200
0.95,0.0001,64-32,32,200000,0,1200,200
0.95,0.0001,64-32,32,200000,0,1300,125
0.95,0.0001,64-32,32,200000,0,1400,200
0.95,0.0001,64-32,32,200000,0,1500,200
0.95,0.0001,64-32,64,100000,0,800,200
0.95,0.0001,64-32,64,100000,0,900,200
0.95,0.0001,64-32,64,100000,0,1000,200
0.95,0.0001,64-32,64,100000,0,1100,200
0.95,0.0001,64-32,64,100000,0,1200,180
0.95,0.0001,64-32,64,100000,0,1300,200
0.95,0.0001,64-32,64,100000,0,1400,200
0.95,0.0001,64-32,64,100000,0,1500,146
0.95,0.0001,64-32,64,200000,0,800,199
0.95,0.0001,64-32,64,200000,0,900,200
0.95,0.0001,64-32,64,200000,0,1000,200
0.95,0.0001,64-32,64,200000,0,1100,150
0.95,0.0001,64-32,64,200000,0,1200,200
0.95,0.0001,64-32,64,200000,0,1300,146
0.95,0.0001,64-32,64,200000,0,1400,200
0.95,0.0001,64-32,64,200000,0,1500,200
0.95,0.0001,64-32,128,100000,0,800,132
0.95,0.0001,64-32,128,100000,0,900,200
0.95,0.0001,64-32,128,100000,0,1000,200
0.95,0.0001,64-32,128,100000,0,1100,200
0.95,0.0001,64-32,128,100000,0,1200,200
0.95,0.0001,64-32,128,100000,0,1300,197
0.95,0.0001,64-32,128,100000,0,1400,200
0.95,0.0001,64-32,128,100000,0,1500,200
0.95,0.0001,64-32,128,200000,0,800,164
0.95,0.0001,64-32,128,200000,0,900,200
0.95,0.0001,64-32,128,200000,0,1000,124
0.95,0.0001,64-32,128,200000,0,1100,200
0.95,0.0001,64-32,128,200000,0,1200,200
0.95,0.0001,64-32,128,200000,0,1300,200
0.95,0.0001,64-32,128,200000,0,1400,197
0.95,0.0001,64-32,128,200000,0,1500,200
0.95,0.0001,64-64,32,100000,0,800,200
0.95,0.0001,64-64,32,100000,0,900,200
0.95,0.0001,64-64,32,100000,0,1000,169
0.95,0.0001,64-64,32,100000,0,1100,200
0.95,0.0001,64-64,32,100000,0,1200,200
0.95,0.0001,64-64,32,100000,0,1300,164
0.95,0.0001,64-64,32,100000,0,1400,200
0.95,0.0001,64-64,32,100000,0,1500,200
0.95,0.0001,64-64,32,200000,0,800,200
0.95,0.0001,64-64,32,200000,0,900,200
0.95,0.0001,64-64,32,200000,0,1000,121
0.95,0.0001,64-64,32,200000,0,1100,140
0.95,0.0001,64-64,32,200000,0,1200,147
0.95,0.0001,64-64,32,200000,0,1300,200
0.95,0.0001,64-64,32,200000,0,1400,200
0.95,0.0001,64-64,32,200000,0,1500,200
0.95,0.0001,64-64,64,100000,0,800,200
0.95,0.0001,64-64,64,100000,0,900,200
0.95,0.0001,64-64,64,100000,0,1000,163
0.95,0.0001,64-64,64,100000,0,1100,200
0.95,0.0001,64-64,64,100000,0,1200,200
0.95,0.0001,64-64,64,100000,0,1300,200
0.95,0.0001,64-64,64,100000,0,1400,200
0.95,0.0001,64-64,64,100000,0,1500,200
0.95,0.0001,64-64,64,200000,0,800,200
0.95,0.0001,64-64,64,200000,0,900,200
0.95,0.0001,64-64,64,200000,0,1000,200
0.95,0.0001,64-64,64,200000,0,1100,200
0.95,0.0001,64-64,64,200000,0,1200,126
0.95,0.0001,64-64,64,200000,0,1300,200
0.95,0.0001,64-64,64,200000,0,1400,200
0.95,0.0001,64-64,64,200000,0,1500,200
0.95,0.0001,64-64,128,100000,0,800,200
0.95,0.0001,64-64,128,100000,0,900,200
0.95,0.0001,64-64,128,100000,0,1000,200
0.95,0.0001,64-64,128,100000,0,1100,159
0.95,0.0001,64-64,128,100000,0,1200,200
0.95,0.0001,64-64,128,100000,0,1300,200
0.95,0.0001,64-64,128,100000,0,1400,200
0.95,0.0001,64-64,128,100000,0,1500,200
0.95,0.0001,64-64,128,200000,0,800,200
0.95,0.0001,64-64,128,200000,0,900,200
0.95,0.0001,64-64,128,200000,0,1000,200
0.95,0.0001,64-64,128,200000,0,1100,200
0.95,0.0001,64-64,128,200000,0,1200,200
0.95,0.0001,64-64,128,200000,0,1300,200
0.95,0.0001,64-64,128,200000,0,1400,200
0.95,0.0001,64-64,128,200000,0,1500,200
0.95,0.0001,128-64,32,100000,0,800,200
0.95,0.0001,128-64,32,100000,0,900,200
0.95,0.0001,128-64,32,100000,0,1000,200
0.95,0.0001,128-64,32,100000,0,1100,200
0.95,0.0001,128-64,32,100000,0,1200,200
0.95,0.0001,128-64,32,100000,0,1300,200
0.95,0.0001,128-64,32,100000,0,1400,200
0.95,0.0001,128-64,32,100000,0,1500,148
0.95,0.0001,128-64,32,200000,0,800,200
0.95,0.0001,128-64,32,200000,0,900,200
0.95,0.0001,128-64,32,200000,0,1000,200
0.95,0.0001,128-64,32,200000,0,1100,200
0.95,0.0001,128-64,32,200000,0,1200,200
0.95,0.0001,128-64,32,200000,0,1300,200
0.95,0.0001,128-64,32,200000,0,1400,200
0.95,0.0001,128-64,32,200000,0,1500,200
0.95,0.0001,128-64,64,100000,0,800,200
0.95,0.0001,128-64,64,100000,0,900,200
0.95,0.0001,128-64,64,100000,0,1000,200
0.95,0.0001,128-64,64,100000,0,1100,200
0.95,0.0001,128-64,64,100000,0,1200,200
0.95,0.0001,128-64,64,100000,0,1300,200
0.95,0.0001,128-64,64,100000,0,1400,200
0.95,0.0001,128-64,64,100000,0,1500,200
0.95,0.0001,128-64,64,200000,0,800,200
0.95,0.0001,128-64,64,200000,0,900,200
0.95,0.0001,128-64,64,200000,0,1000,200
0.95,0.0001,128-64,64,200000,0,1100,200
0.95,0.0001,128-64,64,200000,0,1200,200
0.95,0.0001,128-64,64,200000,0,1300,200
0.95,0.0001,128-64,64,200000,0,1400,200
0.95,0.0001,128-64,64,200000,0,1500,200
0.95,0.0001,128-64,128,100000,0,800,200
0.95,0.0001,128-64,128,100000,0,900,200
0.95,0.0001,128-64,128,100000,0,1000,154
0.95,0.0001,128-64,128,100000,0,1100,200
0.95,0.0001,128-64,128,100000,0,1200,200
0.95,0.0001,128-64,128,100000,0,1300,200
0.95,0.0001,128-64,128,100000,0,1400,200
0.95,0.0001,128-64,128,100000,0,1500,135
0.95,0.0001,128-64,128,200000,0,800,200
0.95,0.0001,128-64,128,200000,0,900,200
0.95,0.0001,128-64,128,200000,0,1000,200
0.95,0.0001,128-64,128,200000,0,1100,200
0.95,0.0001,128-64,128,200000,0,1200,200
0.95,0.0001,128-64,128,200000,0,1300,200
0.95,0.0001,128-64,128,200000,0,1400,200
0.95,0.0001,128-64,128,200000,0,1500,200
0.95,1e-05,32-32,32,100000,0,800,200
0.95,1e-05,32-32,32,100000,0,900,200
0.95,1e-05,32-32,32,100000,0,1000,200
0.95,1e-05,32-32,32,100000,0,1100,200
0.95,1e-05,32-32,32,100000,0,1200,200
0.95,1e-05,32-32,32,100000,0,1300,200
0.95,1e-05,32-32,32,100000,0,1400,200
0.95,1e-05,32-32,32,100000,0,1500,200
0.95,1e-05,32-32,32,200000,0,800,200
0.95,1e-05,32-32,32,200000,0,900,200
0.95,1e-05,32-32,32,200000,0,1000,200
0.95,1e-05,32-32,32,200000,0,1100,200
0.95,1e-05,32-32,32,200000,0,1200,200
0.95,1e-05,32-32,32,200000,0,1300,200
0.95,1e-05,32-32,32,200000,0,1400,200
0.95,1e-05,32-32,32,200000,0,1500,200
0.95,1e-05,32-32,64,100000,0,800,200
0.95,1e-05,32-32,64,100000,0,900,200
0.95,1e-05,32-32,64,100000,0,1000,200
0.95,1e-05,32-32,64,100000,0,1100,200
0.95,1e-05,32-32,64,100000,0,1200,200
0.95,1e-05,32-32,64,100000,0,1300,200
0.95,1e-05,32-32,64,100000,0,1400,200
0.95,1e-05,32-32,64,100000,0,1500,200
0.95,1e-05,32-32,64,200000,0,800,200
0.95,1e-05,32-32,64,200000,0,900,200
0.95,1e-05,32-32,64,200000,0,1000,200
0.95,1e-05,32-32,64,200000,0,1100,200
0.95,1e-05,32-32,64,200000,0,1200,200
0.95,1e-05,32-32,64,200000,0,1300,200
0.95,1e-05,32-32,64,200000,0,1400,200
0.95,1e-05,32-32,64,200000,0,1500,200
0.95,1e-05,32-32,128,100000,0,800,200
0.95,1e-05,32-32,128,100000,0,900,200
0.95,1e-05,32-32,128,100000,0,1000,200
0.95,1e-05,32-32,128,100000,0,1100,200
0.95,1e-05,32-32,128,100000,0,1200,200
0.95,1e-05,32-32,128,100000,0,1300,200
0.95,1e-05,32-32,128,100000,0,1400,200
0.95,1e-05,32-32,128,100000,0,1500,200
0.95,1e-05,32-32,128,200000,0,800,200
0.95,1e-05,32-32,128,200000,0,900,200
0.95,1e-05,32-32,128,200000,0,1000,200
0.95,1e-05,32-32,128,200000,0,1100,200
0.95,1e-05,32-32,128,200000,0,1200,200
0.95,1e-05,32-32,128,200000,0,1300,200
0.95,1e-05,32-32,128,200000,0,1400,200
0.95,1e-05,32-32,128,200000,0,1500,200
0.95,1e-05,64-32,32,100000,0,800,200
0.95,1e-05,64-32,32,100000,0,900,200
0.95,1e-05,64-32,32,100000,0,1000,200
0.95,1e-05,64-32,32,100000,0,1100,200
0.95,1e-05,64-32,32,100000,0,1200,200
0.95,1e-05,64-32,32,100000,0,1300,200
0.95,1e-05,64-32,32,100000,0,1400,200
0.95,1e-05,64-32,32,100000,0,1500,200
0.95,1e-05,64-32,32,200000,0,800,200
0.95,1e-05,64-32,32,200000,0,900,200
0.95,1e-05,64-32,32,200000,0,1000,200
0.95,1e-05,64-32,32,200000,0,1100,200
0.95,1e-05,64-32,32,200000,0,1200,200
0.95,1e-05,64-32,32,200000,0,1300,200
0.95,1e-05,64-32,32,200000,0,1400,200
0.95,1e-05,64-32,32,200000,0,1500,200
0.95,1e-05,64-32,64,100000,0,800,200
0.95,1e-05,64-32,64,100000,0,900,200
0.95,1e-05,64-32,64,100000,0,1000,200
0.95,1e-05,64-32,64,100000,0,1100,200
0.95,1e-05,64-32,64,100000,0,1200,200
0.95,1e-05,64-32,64,100000,0,1300,200
0.95,1e-05,64-32,64,100000,0,1400,200
0.95,1e-05,64-32,64,100000,0,1500,200
0.95,1e-05,64-32,64,200000,0,800,200
0.95,1e-05,64-32,64,200000,0,900,200
0.95,1e-05,64-32,64,200000,0,1000,200
0.95,1e-05,64-32,64,200000,0,1100,200
0.95,1e-05,64-32,64,200000,0,1200,200
0.95,1e-05,64-32,64,200000,0,1300,200
0.95,1e-05,64-32,64,200000,0,1400,200
0.95,1e-05,64-32,64,200000,0,1500,200
0.95,1e-05,64-32,128,100000,0,800,200
0.95,1e-05,64-32,128,100000,0,900,200
0.95,1e-05,64-32,128,100000,0,1000,200
0.95,1e-05,64-32,128,100000,0,1100,200
0.95,1e-05,64-32,128,100000,0,1200,200
0.95,1e-05,64-32,128,100000,0,1300,200
0.95,1e-05,64-32,128,100000,0,1400,200
0.95,1e-05,64-32,128,100000,0,1500,200
0.95,1e-05,64-32,128,200000,0,800,200
0.95,1e-05,64-32,128,200000,0,900,200
0.95,1e-05,64-32,128,200000,0,1000,200
0.95,1e-05,64-32,128,200000,0,1100,200
0.95,1e-05,64-32,128,200000,0,1200,200
0.95,1e-05,64-32,128,200000,0,1300,200
0.95,1e-05,64-32,128,200000,0,1400,200
0.95,1e-05,64-32,128,200000,0,1500,200
0.95,1e-05,64-64,32,100000,0,800,200
0.95,1e-05,64-64,32,100000,0,900,200
0.95,1e-05,64-64,32,100000,0,1000,200
0.95,1e-05,64-64,32,100000,0,1100,200
0.95,1e-05,64-64,32,100000,0,1200,200
0.95,1e-05,64-64,32,100000,0,1300,193
0.95,1e-05,64-64,32,100000,0,1400,200
0.95,1e-05,64-64,32,100000,0,1500,120
0.95,1e-05,64-64,32,200000,0,800,200
0.95,1e-05,64-64,32,200000,0,900,200
0.95,1e-05,64-64,32,200000,0,1000,200
0.95,1e-05,64-64,32,200000,0,1100,200
0.95,1e-05,64-64,32,200000,0,1200,200
0.95,1e-05,64-64,32,200000,0,1300,200
0.95,1e-05,64-64,32,200000,0,1400,187
0.95,1e-05,64-64,32,200000,0,1500,182
0.95,1e-05,64-64,64,100000,0,800,200
0.95,1e-05,64-64,64,100000,0,900,200
0.95,1e-05,64-64,64,100000,0,1000,185
0.95,1e-05,64-64,64,100000,0,1100,200
0.95,1e-05,64-64,64,100000,0,1200,200
0.95,1e-05,64-64,64,100000,0,1300,200
0.95,1e-05,64-64,64,100000,0,1400,200
0.95,1e-05,64-64,64,100000,0,1500,192
0.95,1e-05,64-64,64,200000,0,800,200
0.95,1e-05,64-64,64,200000,0,900,200
0.95,1e-05,64-64,64,200000,0,1000,200
0.95,1e-05,64-64,64,200000,0,1100,195
0.95,1e-05,64-64,64,200000,0,1200,200
0.95,1e-05,64-64,64,200000,0,1300,200
0.95,1e-05,64-64,64,200000,0,1400,112
0.95,1e-05,64-64,64,200000,0,1500,200
0.95,1e-05,64-64,128,100000,0,800,200
0.95,1e-05,64-64,128,100000,0,900,159
0.95,1e-05,64-64,128,100000,0,1000,123
0.95,1e-05,64-64,128,100000,0,1100,155
0.95,1e-05,64-64,128,100000,0,1200,200
0.95,1e-05,64-64,128,100000,0,1300,187
0.95,1e-05,64-64,128,100000,0,1400,200
0.95,1e-05,64-64,128,100000,0,1500,200
0.95,1e-05,64-64,128,200000,0,800,200
0.95,1e-05,64-64,128,200000,0,900,200
0.95,1e-05,64-64,128,200000,0,1000,200
0.95,1e-05,64-64,128,200000,0,1100,200
0.95,1e-05,64-64,128,200000,0,1200,200
0.95,1e-05,64-64,128,200000,0,1300,198
0.95,1e-05,64-64,128,200000,0,1400,196
0.95,1e-05,64-64,128,200000,0,1500,200
0.95,1e-05,128-64,32,100000,0,800,200
0.95,1e-05,128-64,32,100000,0,900,200
0.95,1e-05,128-64,32,100000,0,1000,200
0.95,1e-05,128-64,32,100000,0,1100,200
0.95,1e-05,128-64,32,100000,0,1200,200
0.95,1e-05,128-64,32,100000,0,1300,200
0.95,1e-05,128-64,32,100000,0,1400,200
0.95,1e-05,128-64,32,100000,0,1500,200
0.95,1e-05,128-64,32,200000,0,800,200
0.95,1e-05,128-64,32,200000,0,900,200
0.95,1e-05,128-64,32,200000,0,1000,200
0.95,1e-05,128-64,32,200000,0,1100,200
0.95,1e-05,128-64,32,200000,0,1200,200
0.95,1e-05,128-64,32,200000,0,1300,200
0.95,1e-05,128-64,32,200000,0,1400,200
0.95,1e-05,128-64,32,200000,0,1500,200
0.95,1e-05,128-64,64,100000,0,800,200
0.95,1e-05,128-64,64,100000,0,900,200
0.95,1e-05,128-64,64,100000,0,1000,200
0.95,1e-05,128-64,64,100000,0,1100,200
0.95,1e-05,128-64,64,100000,0,1200,200
0.95,1e-05,128-64,64,100000,0,1300,200
0.95,1e-05,128-64,64,100000,0,1400,200
0.95,1e-05,128-64,64,100000,0,1500,200
0.95,1e-05,128-64,64,200000,0,800,200
0.95,1e-05,128-64,64,200000,0,900,200
0.95,1e-05,128-64,64,200000,0,1000,200
0.95,1e-05,128-64,64,200000,0,1100,200
0.95,1e-05,128-64,64,200000,0,1200,200
0.95,1e-05,128-64,64,200000,0,1300,200
0.95,1e-05,128-64,64,200000,0,1400,200
